REGISTRY_CODE,INSTALLATION_IDENTIFIER,PERMIT_IDENTIFIER,INSTALLATION_NAME,IDENTIFIER_IN_REG,INSTALLATION_NAME_CLEAN,OPERATOR_NAME_CLEAN,OWNER_ASSIGNED,MAIN_ACTIVITY_TYPE_CODE,MAIN_ACTIVITY_TYPE_NAME,REAL_ACTIVITY,PERIOD_YEAR,VERIFIED_EMISSIONS,FREE_ALLOCATION (a+b+c),a_ALLOCATION,b_ALLOCATION_RESERVE,c_ALLOCATION_TRANSITIONAL
CZ,108,CZ-0186-05,CEREPA a.s.,Symphony No. 9 s.r.o.,CEREPA,CEREPA,Cerepa,36,Production of paper or cardboard,Papír,2016,2607,2448.0,2448,0,0
CZ,155,CZ-0241-05,CRYSTALEX CZ - závod Nový Bor,CRYSTALEX - závod Nový Bor,Závod Nový Bor,CRYSTALEX CZ,BUGAT,7,Manufacture of glass,Sklo,2016,9492,13273.0,13273,0,0
CZ,284,CZ-0168-05,CRYSTALITE BOHEMIA a.s.,Crystal BOHEMIA a.s.,CRYSTALITE BOHEMIA ,Crystal BOHEMIA,Crystal BOHEMIA,31,Manufacture of glass,Sklo,2016,16312,23065.0,23065,0,0
CZ,201951,CZ-0457-13,"CS CABOT, spol. s r.o.","CS CABOT, spol. s r.o.",CS CABOT,CS CABOT,CABOT,37,Production of carbon black,Chemikálie a hnojiva,2016,58585,184750.0,184750,0,0
CZ,184,CZ-0300-05,CTZ s.r.o. - Kotelna,CTZ - Kotelna,Kotelna,CTZ,ENETIQA,20,Combustion of fuels,Výroba elektřiny a tepla,2016,20289,11165.0,9593,0,1572
CZ,399,CZ-0427-06,Carthamus - Energoblok Domoradice,Carthamus - Energoblok Domoradice,Energoblok Domoradice,Carthamus,CARTHAMUS ,20,Combustion of fuels,Výroba elektřiny a tepla,2016,914,8919.0,6118,2801,0
CZ,75,CZ-0136-05,Cement Hranice - rotační pec,Cement Hranice - rotační pec,Rotační pec,Cement Hranice,Buzzi,29,Production of cement clinker,Cement a vápno,2016,515584,531896.0,531896,0,0
CZ,95,CZ-0163-05,Centrální zdroj tepla,CZT Příbram,Centrální zdroj tepla,Centrální zdroj tepla,Veolia Energie,20,Combustion of fuels,Výroba elektřiny a tepla,2016,167283,97401.0,39467,0,57934
CZ,341,CZ-0379-05,"Cihelna Hodonín, s.r.o.","Cihelna Hodonín, s.r.o.",Cihelna Hodonín,Cihelna Hodonín,Cihelna Hodonín,8,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2016,8693,7911.0,7911,0,0
CZ,265,CZ-0019-05,Cihelna Kinský spol. s r.o,Cihelna Kinský spol. s r.o,Cihelna Kinský,Cihelna Kinský,Cihelna Kinský ,8,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2016,6499,4781.0,4781,0,0
CZ,358,CZ-0295-05,Cihelna Polom spol. s r.o.,Cihelna Polom spol. s r.o.,Cihelna Polom,Cihelna Polom,Cihelna Polom ,8,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2016,1430,3056.0,3056,0,0
CZ,385,CZ-0290-05,"Cihelna Vysoké Mýto, s.r.o.","Cihelna Vysoké Mýto, s.r.o",Cihelna Vysoké Mýto,Cihelna Vysoké Mýto,Cihelna Vysoké Mýto,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2016,510,2220.0,2220,0,0
CZ,202610,CZ-0452-13,Constellium Extrusions Děčín s.r.o.,Constellium Extrusions Děčín s.r.o.,Constellium Extrusions Děčín s.r.o.,Constellium Extrusions Děčín,Constellium,27,Production of secondary aluminium,Ostatní odvětví,2016,19866,16799.0,14450,2349,0
CZ,312,CZ-0184-05,"Crystal BOHEMIA, a.s.",Crystal BOHEMIA,Crystal BOHEMIA,Crystal BOHEMIA,Crystal BOHEMIA,31,Manufacture of glass,Sklo,2016,8015,10915.0,10915,0,0
CZ,347,CZ-0027-05,Cukrovar Hrušovany,Cukrovar Hrušovany,Cukrovar Hrušovany,Moravskoslezské cukrovary,Agrana,20,Combustion of fuels,Potravinářský průmysl,2016,32886,22247.0,22247,0,0
CZ,53,CZ-0103-05,Cukrovar Opava,Cukrovar Opava,Cukrovar Opava,Moravskoslezské cukrovary,Agrana,1,Combustion of fuels,Potravinářský průmysl,2016,36252,14840.0,14840,0,0
CZ,5,CZ-0023-05,Cukrovar Vrbátky - uhelná kotelna,Cukrovar Vrbátky - Uhelná kotelna,Uhelná kotelna,Cukrovar Vrbátky,Cukrovar Vrbátky ,20,Combustion of fuels,Potravinářský průmysl,2016,26633,7485.0,7485,0,0
CZ,149,CZ-0235-05,DEZA - teplárna závodu,DEZA - teplárna závodu,Teplárna závodu,DEZA,AGROFERT,20,Combustion of fuels,Chemikálie a hnojiva,2016,324387,221981.0,194104,27877,0
CZ,197,CZ-0339-05,DIAMO – výtopna Stráž pod Ralskem,DIAMO – výtopna Stráž pod Ralskem,Výtopna Stráž pod Ralskem,DIAMO,DIAMO,20,Combustion of fuels,Ostatní odvětví,2016,18068,10639.0,10639,0,0
CZ,14,CZ-0038-05,DIAMO-odštěpný závod GEAM provoz Chemická úpravna,DIAMO - o.z.GEAM provoz Chem.úpravna,Odštěpný závod GEAM provoz Chemická úpravna,DIAMO,DIAMO,20,Combustion of fuels,Ostatní odvětví,2016,11750,9245.0,9245,0,0
CZ,145,CZ-0229-05,Devro - plynová kotelna,Devro - plynová kotelna,Plynová kotelna,Devro,SARIA,20,Combustion of fuels,Potravinářský průmysl,2016,20352,8759.0,8759,0,0
CZ,77,CZ-0139-05,Dřevozpracující družstvo - Kotelny družstva,Dřevozpr.družstvo - Kotelny družstva,Kotelny družstva,Dřevozpracující družstvo,Dřevozpracující družstvo,20,Combustion of fuels,Ostatní odvětví,2016,11765,21282.0,21282,0,0
CZ,83,CZ-0150-05,EMBA spol. s r.o.,EMBA spol. s r.o.,EMBA,EMBA,EMBA,36,Production of paper or cardboard,Papír,2016,3928,2462.0,2462,0,0
CZ,252,CZ-0101-05,ENERGETIKA TŘINEC - Teplárny a Tepelná zařízení,ENERGETIKA TŘINEC,Teplárny a Tepelná zařízení,ENERGETIKA TŘINEC,Moravia Steel,20,Combustion of fuels,Železo a ocel,2016,1842539,305507.0,71134,0,234373
CZ,109,CZ-0187-05,ENERGIE Holding - Výtopna Litoměřice - Kocanda,ENERGIE Holding - Výtopna Litoměřice - Kocanda,Výtopna Litoměřice – Kocanda,ENERGIE Holding,ENETIQA,20,Combustion of fuels,Výroba elektřiny a tepla,2016,23820,13121.0,13121,0,0
CZ,110,CZ-0188-05,ENERGIE Holding - Výtopna Mimoň - Hradčany,ENERGIE Holding - Výtopna Mimoň - Hradčany,Výtopna Mimoň – Hradčany,ENERGIE Holding,ENETIQA,20,Combustion of fuels,Výroba elektřiny a tepla,2016,9617,4576.0,4576,0,0
CZ,48,CZ-0096-05,"ENERGOAQUA, a.s. - Výtopna","ENERGOAQUA, a.s. - Výtopna",Výtopna,ENERGOAQUA,ENERGOAQUA,20,Combustion of fuels,Výroba elektřiny a tepla,2016,14336,9828.0,9828,0,0
CZ,45,CZ-0092-05,ENERGOTRANS - Elektrárna Mělník 1,ENERGOTRANS - Elektrárna Mělník 1,Elektrárna Mělník 1,Energotrans,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2016,1715349,722866.0,297654,0,425212
CZ,367,CZ-0283-05,"ENERGY U/L, a.s., kotelna","ENERGY U/L, a.s., kotelna",Kotelna,ENERGY Ústí nad Labem,Elrond,1,Combustion of fuels,Výroba elektřiny a tepla,2016,90827,64760.0,64760,0,0
CZ,379,CZ-0051-05,EOP Distribuce - Chrudim,EOP Distribuce - Chrudim,Chrudim,EOP Distribuce,EPH,20,Combustion of fuels,Výroba elektřiny a tepla,2016,463,0.0,0,0,0
CZ,377,CZ-0049-05,EOP Distribuce - Farářství,EOP Distribuce - Farářství,Farářství,EOP Distribuce,EPH,20,Combustion of fuels,Výroba elektřiny a tepla,2016,18,0.0,0,0,0
CZ,71,CZ-0129-05,EOP Distribuce - Teplárna Pardubice,EOP Distribuce - Teplárna Pardubice,Teplárna Pardubice,EOP Distribuce,EPH,20,Combustion of fuels,Výroba elektřiny a tepla,2016,5,0.0,0,0,0
CZ,378,CZ-0050-05,EOP Distribuce - ZVU,EOP Distribuce - ZVU,ZVU,EOP Distribuce,EPH,20,Combustion of fuels,Výroba elektřiny a tepla,2016,398,0.0,0,0,0
CZ,302,CZ-0008-05,EUROSERUM s.r.o.,EUROSERUM s.r.o.,EUROSERUM,EUROSERUM,Eligo,20,Combustion of fuels,Potravinářský průmysl,2016,7529,6749.0,6749,0,0
CZ,120,CZ-0200-05,Elektrárna Chvaletice,Elektrárna Chvaletice a.s.,Elektrárna Chvaletice,Elektrárna Chvaletice,Sev.en Česká energie ,20,Combustion of fuels,Výroba elektřiny a tepla,2016,2285694,852513.0,7296,0,845217
CZ,124,CZ-0204-05,Elektrárna Počerady,"Elektrárna Počerady, a.s.",Elektrárna Počerady,Elektrárna Počerady,Sev.en Česká energie ,20,Combustion of fuels,Výroba elektřiny a tepla,2016,5835379,1876297.0,5418,0,1870879
CZ,128,CZ-0208-05,Elektrárna Tisová,Elektrárna Tisová,Elektrárna Tisová,Elektrárna Tisová,SUAS,20,Combustion of fuels,Výroba elektřiny a tepla,2016,1385616,487446.0,47779,0,439667
CZ,36,CZ-0080-05,Elektrárny Opatovice - Elektrárna Opatovice,Elektrárny Opatovice - Elektrárna Opatovice,Elektrárna Opatovice,Elektrárny Opatovice,EPH,20,Combustion of fuels,Výroba elektřiny a tepla,2016,1792259,813330.0,169323,0,644007
CZ,375,CZ-0389-06,Energetické centrum s.r.o. - teplárna,Energetické centrum s.r.o.,Teplárna,Energetické centrum,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2016,569,4538.0,4001,0,537
CZ,90,CZ-0157-05,Energotrans - Výtopna Třeboradice,Energotrans - Výtopna Třeboradice,Výtopna Třeboradice,Energotrans,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2016,0,11.0,11,0,0
CZ,122,CZ-0202-05,Energotrans a.s. - Elektrárna Mělník 2,Energotrans - Elektrárna Mělník 2,Elektrárna Mělník 2,Energotrans,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2016,1303704,289140.0,25495,0,263645
CZ,123,CZ-0203-05,"Energotrans, a.s. - Elektrárna Mělník 3",Energotrans - Elektrárna Mělník 3,Elektrárna Mělník 3,Energotrans,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2016,1343812,554146.0,935,0,553211
CZ,148,CZ-0234-05,Ethanol Energy - Kotle K1-K3 (Cukrovar Vrdy),Ethanol Energy (Cukrovar Vrdy),Kotle K1-K3 (Cukrovar Vrdy),Ethanol Energy,AGROFERT,1,Combustion of fuels,Potravinářský průmysl,2016,71092,29422.0,4869,24553,0
CZ,202028,CZ-0477-13,FERROMET - divize Veselí,FERROMET - divize Veselí,Divize Veselí,FERROMET,Z-Group,20,Combustion of fuels,Železo a ocel,2016,2820,5042.0,5042,0,0
CZ,398,CZ-0420-06,"FN BRNO Výtopna, pracoviště medicíny dospělého věk",FN BRNO Výtopna,Výtopna,Fakultní nemocnice Brno,Ministerstvo zdravotnictví,20,Combustion of fuels,Výroba elektřiny a tepla,2016,13221,7452.0,7452,0,0
CZ,308,CZ-0382-05,Fakultní nemocnice v Motole - centrální kotelna,Fakultní nemocnice Motol a Homolka,Centrální kotelna,Fakultní nemocnice v Motole,Ministerstvo zdravotnictví,20,Combustion of fuels,Výroba elektřiny a tepla,2016,13627,8187.0,8187,0,0
CZ,335,CZ-0307-05,Fosfa - kotelna Fosfa,Fosfa - kotelna Fosfa,Kotelna Fosfa,Fosfa,FB HOLDING,20,Combustion of fuels,Chemikálie a hnojiva,2016,17661,16693.0,9877,6816,0
CZ,233,CZ-0032-05,GLAZURA - Výroba keramických frit,GLAZURA - Výroba keramických frit,Výroba keramických frit,GLAZURA,Torrecid,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2016,13125,13716.0,13716,0,0
CZ,425,CZ-0469-11,Gas Storage CZ - PZP Třanovice,Gas Storage CZ – PZP Třanovice,PZP Třanovice,Gas Storage CZ,ČEPS,20,Combustion of fuels,Ostatní odvětví,2016,10626,6452.0,68,6384,0
CZ,414,CZ-0437-08,Glazura,Glazura s.r.o.,Glazura,Glazura,Torrecid,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2016,1069,1159.0,1159,0,0
CZ,275,CZ-0175-05,"HASIT Šumavské vápenice a omítkárny, s.r.o.",HASIT Šumavské vápenice a omítkárny,HASIT Šumavské vápenice a omítkárny,HASIT Šumavské vápenice a omítkárny,FIXIT,30,"Production of lime, or calcination of dolomite/magnesite",Cement a vápno,2016,27933,40014.0,40014,0,0
CZ,334,CZ-0306-05,HELUZ cihlářský průmysl - Cihelna Hevlín,HELUZ cihl. prům.-Cihelna Hevlín,Cihelna Hevlín,HELUZ cihlářský průmysl,HELUZ,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2016,8489,18619.0,18619,0,0
CZ,416,CZ-0440-09,HELUZ cihlářský průmysl v.o.s.,HELUZ cihlářský průmysl a.s.,HELUZ cihlářský průmysl,HELUZ cihlářský průmysl,HELUZ,20,Combustion of fuels,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2016,15258,12095.0,12095,0,0
CZ,329,CZ-0280-05,HELUZ cihlářský průmysl v.o.s.-Cihelna Libochovice,HELUZ cihl. prům.-Cihelna Libochovice,Cihelna Libochovice,HELUZ cihlářský průmysl,HELUZ,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2016,14306,23026.0,23026,0,0
CZ,336,CZ-0310-05,HELUZ cihlářský průmysl-Cihelna Dolní Bukovsko,HELUZ cihlářský průmysl-Cihelna Dolní Bukovsko,Cihelna Dolní Bukovsko,HELUZ cihlářský průmysl,HELUZ,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2016,6910,7124.0,7124,0,0
CZ,41,CZ-0088-05,HOLOUBEK ENERGO - Teplárna divize Tevex,HOLOUBEK ENERGO - Teplárna divize Tevex,Teplárna divize Tevex,HOLOUBEK,KAREL HOLOUBEK – Trade Group,20,Combustion of fuels,Výroba elektřiny a tepla,2016,31248,16934.0,16934,0,0
CZ,366,CZ-0398-05,"Hanácká p.s., Cukrovar Prosenice","Hanácká p.s., Cukrovar Prosenice",Cukrovar Prosenice,Hanácká p.s.,Hanácká potravinářská společnost ,20,Combustion of fuels,Potravinářský průmysl,2016,12542,10049.0,10049,0,0
CZ,324,CZ-0260-15,Heidelberg Materials CZ - závod Mokrá,Heidelberg Materials - záv. Mokrá,Závod Mokrá,Heidelberg Materials CZ,Heidelberg Materials,29,Production of cement clinker,Cement a vápno,2016,626166,610133.0,610133,0,0
CZ,325,CZ-0261-15,Heidelberg Materials CZ - závod Radotín,Heidelberg Materials - záv.Radotín,Závod Radotín,Heidelberg Materials CZ,Heidelberg Materials,29,Production of cement clinker,Cement a vápno,2016,483421,406684.0,406684,0,0
CZ,51,CZ-0099-05,Heineken - Královský pivovar Krušovice,Heineken - Královský pivovar Krušovice,Královský pivovar Krušovice,Heineken,Heineken,20,Combustion of fuels,Potravinářský průmysl,2016,3561,2612.0,2612,0,0
CZ,277,CZ-0193-05,"Holcim (Česko), a.s. - Cementárna Čížkovice","Holcim (Česko), a.s.",Cementárna Čížkovice,Holcim (Česko),Holcim,29,Production of cement clinker,Cement a vápno,2016,368962,423063.0,423063,0,0
CZ,32,CZ-0071-05,"Huhtamaki Česká republika, a.s.","Huhtamaki Česká republika,",Huhtamaki Česká republika,Huhtamaki Česká republika,Huhtamaki,36,Production of paper or cardboard,Papír,2016,10021,4391.0,4145,246,0
CZ,203599,CZ-0476-13,Hyundai Motor Manufacturing Czech s.r.o.,HMMC povolenky,Hyundai Motor Manufacturing Czech,Hyundai Motor Manufacturing Czech,Hyundai Motor ,20,Combustion of fuels,Ostatní odvětví,2016,39716,46095.0,46095,0,0
CZ,147,CZ-0232-05,IROMEZ - Kotelna Z1,IROMEZ - Kotelna Z1,Kotelna Z1,IROMEZ,ENETIQA,20,Combustion of fuels,Výroba elektřiny a tepla,2016,127,152.0,94,0,58
CZ,208,CZ-0387-05,IROMEZ - Kotelna Z2,IROMEZ - Kotelna Z2,Kotelna Z2,IROMEZ,ENETIQA,20,Combustion of fuels,Výroba elektřiny a tepla,2016,214,6444.0,6444,0,0
CZ,13,CZ-0036-05,Iveco - Výtopna E-1,Iveco - Výtopna E-1,Výtopna E-1,Iveco,Iveco,20,Combustion of fuels,Ostatní odvětví,2016,17965,9009.0,9009,0,0
CZ,72,CZ-0130-05,"JIHLAVSKÉ KOTELNY,s.r.o.","JIHLAVSKÉ KOTELNY,s.r.o.",JIHLAVSKÉ KOTELNY,JIHLAVSKÉ KOTELNY,Město Jihlava,20,Combustion of fuels,Výroba elektřiny a tepla,2016,2531,4278.0,4278,0,0
CZ,259,CZ-0185-05,"JIP - Papírny Větřní, a.s.","JIP - Papírny Větřní, a.s.","Papírny Větřní, a.s.",JIP,JIP - Papírny Větřní,1,Combustion of fuels,Papír,2016,1752,11328.0,11328,0,0
CZ,139,CZ-0223-05,Jablonecká energetická - Výtopna Brandl,Jablonecká energetická - Výtopna Brandl,Výtopna Brandl,Jablonecká energetická,Město Jablonec nad Nisou,20,Combustion of fuels,Výroba elektřiny a tepla,2016,11369,14716.0,14716,0,0
CZ,419,CZ-0441-09,Jaderná elektrárna Dukovany,Jaderná elektrárna Dukovany,Jaderná elektrárna Dukovany,Jaderná elektrárna Dukovany,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2016,298,0.0,-1,-1,-1
CZ,310,CZ-0083-05,Jan Fiala - Cihelna Šterboholy,Jan Fiala - Cihelna Šterboholy,Cihelna Šterboholy,Jan Fiala,Cihelna Štěrboholy,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2016,1223,1342.0,1342,0,0
CZ,23,CZ-0052-05,KAREL HOLOUBEK - Trade Group - Teplárna Bohatice,KAREL HOLOUBEK - Trade Group - Teplárna Bohatice,Teplárna Bohatice,HOLOUBEK,KAREL HOLOUBEK – Trade Group,20,Combustion of fuels,Výroba elektřiny a tepla,2016,3116,2790.0,2600,0,190
CZ,246,CZ-0094-05,KAVALIERGLASS,KAVALIERGLASS,KAVALIERGLASS,KAVALIERGLASS,KAVALIERGLASS,7,Manufacture of glass,Sklo,2016,19500,16684.0,16684,0,0
CZ,115,CZ-0195-05,KAVALIERGLASS - Kotelna Papírny Bělá,KAVALIERGLASS - Kotelna Papírny Bělá,Kotelna Papírny Bělá,KAVALIERGLASS,KAVALIERGLASS,31,Manufacture of glass,Sklo,2016,39,177.0,177,0,0
CZ,303,CZ-0133-05,KG Energo s.r.o.,KG Energo,KG Energo,KG Energo,KG Energo ,20,Combustion of fuels,Výroba elektřiny a tepla,2016,2802,9421.0,9421,0,0
CZ,78,CZ-0142-05,KLATOVSKÁ TEPLÁRNA - Kotelna,KLATOVSKÁ TEPLÁRNA - Kotelna,Kotelna,KLATOVSKÁ TEPLÁRNA,Město Klatovy,20,Combustion of fuels,Výroba elektřiny a tepla,2016,16897,7810.0,7810,0,0
CZ,405,CZ-0423-06,KNAUF INSULATION,KNAUF INSULATION,KNAUF INSULATION,KNAUF INSULATION,Knauf,33,Manufacture of mineral wool,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2016,20347,18714.0,18714,0,0
CZ,200,CZ-0350-05,"KOMTERM Morava - Kotelna Areál Tatry, Kopřivnice",KOMTERM Morava - Tatra Kopřivnice,"Kotelna Areál Tatry, Kopřivnice",KOMTERM Morava,KOMTERM,20,Combustion of fuels,Ostatní odvětví,2016,33943,51365.0,37170,0,14195
CZ,146,CZ-0230-05,KOMTERM Čechy- Kotelna Jitex Písek,KOMTERM Čechy - Jitex Písek,Kotelna Jitex Písek,KOMTERM Čechy,KOMTERM,20,Combustion of fuels,Ostatní odvětví,2016,0,4240.0,1630,0,2610
CZ,185,CZ-0304-05,"KOVOBRASIV Mníšek, spol s r.o.","KOVOBRASIV Mníšek, spol s",KOVOBRASIV Mníšek,KOVOBRASIV Mníšek,Winoa,24,Production of pig iron or steel,Železo a ocel,2016,0,534.0,534,0,0
CZ,103,CZ-0174-05,KRONOSPAN CR,"KRONOSPAN CR, spol. s r.o.",KRONOSPAN CR,KRONOSPAN CR,Kronospan,20,Combustion of fuels,Ostatní odvětví,2016,15947,91192.0,16823,74369,0
CZ,43,CZ-0090-05,KRPA PAPER - Závodní elektrárna,KRPA PAPER - Závodní elektrárna,Závodní elektrárna,KRPA PAPER,KRPA,1,Combustion of fuels,Papír,2016,32905,27083.0,27083,0,0
CZ,21,CZ-0047-05,Kappa Morava Paper a Kappa Žimrovice,Kappa Morava Paper a Kappa Žimrovice,Kappa Morava Paper a Kappa Žimrovice,Smurfit Westrock Czech,Smurfit Westrock,1,Combustion of fuels,Papír,2016,17960,12674.0,12674,0,0
CZ,350,CZ-0252-06,Kongresové centrum Praha a.s.,Kongresové centrum Praha a,Kongresové centrum Praha,Kongresové centrum Praha,Hlavní město Praha,20,Combustion of fuels,Výroba elektřiny a tepla,2016,2993,2395.0,2395,0,0
CZ,93,CZ-0161-05,Kotelna ASAVET Přeštice,ASAVET Přeštice - Kotelna,Kotelna,ASAVET Přeštice,ASAVET ,20,Combustion of fuels,Ostatní odvětví,2016,10785,9866.0,9866,0,0
CZ,223,CZ-0022-05,Kotelna Pivovaru Radegast,Kotelna Pivovaru Radegast,Kotelna Pivovaru Radegast,Plzeňský Prazdroj,Asahi,20,Combustion of fuels,Potravinářský průmysl,2016,10160,10076.0,10076,0,0
CZ,351,CZ-0254-06,Kotelna a kogenerační jednotky v ÚVN Praha,ÚVN - Vojenská fakultní nemocnice Praha,Kotelna a kogenerační jednotky,ÚVN Praha,Ministerstvo obrany,20,Combustion of fuels,Výroba elektřiny a tepla,2016,8372,3716.0,3716,0,0
CZ,313,CZ-0002-05,LASSELSBERGER - závod Borovany,LASSELSBERGER - závod Borovany,Závod Borovany,LASSELSBERGER,Lasselsberger,8,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2016,12106,11021.0,11021,0,0
CZ,314,CZ-0004-05,LASSELSBERGER - závod Chlumčany,LASSELSBERGER - závod Chlumčany,Závod Chlumčany,LASSELSBERGER,Lasselsberger,8,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2016,67299,50390.0,50390,0,0
CZ,339,CZ-0364-05,LASSELSBERGER - závod Podbořany,LASSELSBERGER - závod Podbořany,Závod Podbořany,LASSELSBERGER,Lasselsberger,8,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2016,19157,16812.0,16812,0,0
CZ,317,CZ-0082-05,LASSELSBERGER - závod RAKO 3,LASSELSBERGER - závod RAKO 3,Závod RAKO 3,LASSELSBERGER,Lasselsberger,8,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2016,53660,45221.0,39068,6153,0
CZ,261,CZ-0233-05,"LAUFEN CZ s.r.o.,  provozovna Bechyně",LAUFEN CZ s.r.o.,Provozovna Bechyně,LAUFEN CZ,Roca,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2016,16728,17887.0,17887,0,0
CZ,278,CZ-0218-05,"LB Cemix, s.r.o.","LB Cemix, s.r.o.","LB Cemix, s.r.o.",LB Cemix,Lasselsberger,30,"Production of lime, or calcination of dolomite/magnesite",Cement a vápno,2016,86201,110093.0,110093,0,0
CZ,280,CZ-0340-05,Lenzing Biocel Paskov a.s.,Lenzing Biocel Paskov a.s.,Lenzing Biocel Paskov,Lenzing Biocel Paskov,Lenzing,35,Production of pulp,Papír,2016,7873,4897.0,4897,0,0
CZ,390,CZ-0404-06,"Letiště Praha, a. s. – Výtopna SEVER",Letiště Praha – Výtopna SEVER,Výtopna SEVER,Letiště Praha,Ministerstvo financí,20,Combustion of fuels,Výroba elektřiny a tepla,2016,13946,10937.0,10937,0,0
CZ,386,CZ-0413-05,Liapor s.r.o.,Liapor s.r.o.,Liapor s.r.o.,Liapor,Liapor ,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2016,21762,16790.0,16790,0,0
CZ,423,CZ-0446-11,Liberty Engineering Products Ostrava,Liberty Engineering Products Ostrava a.s.,Liberty Engineering Products Ostrava,Liberty Engineering Products Ostrava,Liberty Steel ,20,Combustion of fuels,Ostatní odvětví,2016,11179,2382.0,2382,0,0
CZ,410,CZ-0435-07,Liberty Ostrava,Liberty Ostrava a.s.,Liberty Ostrava,Liberty Ostrava,Liberty Steel ,25,Production or processing of ferrous metals,Železo a ocel,2016,54439,6703.0,6703,0,0
CZ,73,CZ-0134-05,Liberty Ostrava a.s.,Liberty Ostrava a.s.,Liberty Ostrava a.s.,Liberty Ostrava,Liberty Steel ,20,Combustion of fuels,Železo a ocel,2016,3237646,4457872.0,4457872,0,0
CZ,107,CZ-0182-05,Lovochemie - Plynová kotelna,Lovochemie - Plynová kotelna,Plynová kotelna,Lovochemie,AGROFERT,20,Combustion of fuels,Chemikálie a hnojiva,2016,169869,80965.0,80965,0,0
CZ,106,CZ-0181-05,Lovochemie - Uhelná kotelna,Lovochemie - Uhelná kotelna,Uhelná kotelna,Lovochemie,AGROFERT,20,Combustion of fuels,Chemikálie a hnojiva,2016,205761,92020.0,92020,0,0
CZ,427,CZ-0471-11,MND Energy Storage - PZP Uhřice,MND Energy Storage a.s.,PZP Uhřice,MND Energy Storage,MND,20,Combustion of fuels,Ostatní odvětví,2016,6390,4298.0,4298,0,0
CZ,96,CZ-0164-05,MS UTILITIES & SERVICES,MS UTILITIES & SERVICES,MS UTILITIES & SERVICES,MS UTILITIES & SERVICES,MS UTILITIES & SERVICES ,20,Combustion of fuels,Výroba elektřiny a tepla,2016,27530,19116.0,19082,34,0
CZ,273,CZ-0147-05,Mondi Štětí - Energetika,"Mondi Štětí, a.s.",Mondi Štětí - Energetika,Mondi Štětí - Energetika,Mondi,20,Combustion of fuels,Papír,2016,326495,199349.0,156421,42928,0
CZ,290,CZ-0059-05,NET4GAS - kompresní stanice Břeclav,NET4GAS-k.s. Břeclav,Kompresní stanice Břeclav,NET4GAS,ČEPS,20,Combustion of fuels,Ostatní odvětví,2016,8920,39910.0,39910,0,0
CZ,287,CZ-0057-05,NET4GAS - kompresní stanice Kouřim,NET4GAS-k.s. Kouřim,Kompresní stanice Kouřim,NET4GAS,ČEPS,20,Combustion of fuels,Ostatní odvětví,2016,731,6349.0,6349,0,0
CZ,286,CZ-0056-05,NET4GAS - kompresní stanice Kralice nad Oslavou,NET4GAS-k.s.Kralice nad Oslavou,Kompresní stanice Kralice nad Oslavou,NET4GAS,ČEPS,20,Combustion of fuels,Ostatní odvětví,2016,2550,2888.0,2888,0,0
CZ,293,CZ-0061-05,NET4GAS - kompresní stanice Veselí nad Lužnicí,NET4GAS-k.s.Veselí nad Lužnicí,Kompresní stanice Veselí nad Lužnicí,NET4GAS,ČEPS,20,Combustion of fuels,Ostatní odvětví,2016,325,172.0,172,0,0
CZ,237,CZ-0358-05,O-I Czech Republic - Nové Sedlo,"O-I Czech Republic, a.s.",Nové Sedlo,O-I Czech Republic,O-I Glass,31,Manufacture of glass,Sklo,2016,53745,42501.0,42501,0,0
