REGISTRY_CODE,INSTALLATION_IDENTIFIER,PERMIT_IDENTIFIER,INSTALLATION_NAME,IDENTIFIER_IN_REG,INSTALLATION_NAME_CLEAN,OPERATOR_NAME_CLEAN,OWNER_ASSIGNED,MAIN_ACTIVITY_TYPE_CODE,MAIN_ACTIVITY_TYPE_NAME,REAL_ACTIVITY,PERIOD_YEAR,VERIFIED_EMISSIONS,FREE_ALLOCATION (a+b+c),a_ALLOCATION,b_ALLOCATION_RESERVE,c_ALLOCATION_TRANSITIONAL
CZ,192,CZ-0331-05,AERO Vodochody AERO - plynová kotelna Odolena Voda,AERO Vodochody AEROSPACE - plynová kotelna Odolena Voda,Plynová kotelna Odolena Voda,AERO Vodochody AERO,HSC Aerojet,20,Combustion of fuels,Ostatní odvětví,2008,4556,6288.0,6288,,
CZ,409,CZ-0432-07,AGC Flat Glass Czech - výrobní linka R3,AGC Flat Glass - výrobní linka R3,Výrobní linka R3,AGC Flat Glass Czech,AGC,31,Manufacture of glass,Sklo,2008,104219,152000.0,152000,,
CZ,263,CZ-0294-05,AGC Flat Glass Czech - závod Barevka,AGC Flat Glass - závod Barevka,Závod Barevka,AGC Flat Glass Czech,AGC,31,Manufacture of glass,Sklo,2008,23041,23604.0,23604,,
CZ,262,CZ-0334-05,AGC Flat Glass Czech - závod Řetenice,AGC Flat Glass - závod Řetenice,Závod Řetenice,AGC Flat Glass Czech,AGC,31,Manufacture of glass,Sklo,2008,260394,276238.0,276238,,
CZ,49,CZ-0097-05,"AL INVEST Břidličná, a.s.",AL INVEST Břidličná,AL INVEST Břidličná,AL INVEST Břidličná,MTX,20,Combustion of fuels,Ostatní odvětví,2008,9790,16454.0,16454,,
CZ,202,CZ-0354-05,ATALIAN CZ - Areál Zbrojovky Brno,ATALIAN CZ - Zbrojovka Brno,Areál Zbrojovky Brno,ATALIAN CZ,ATALIAN,20,Combustion of fuels,Výroba elektřiny a tepla,2008,1206,4007.0,4007,,
CZ,135,CZ-0215-05,Actherm - teplárna - spalovací zařízení,Actherm - teplárna,Teplárna – spalovací zařízení,Actherm,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2008,152651,175911.0,175911,,
CZ,346,CZ-0412-06,"Aircraft Industries, a. s. kotelna","Aircraft Industries, a. s.",Kotelna,Aircraft Industries,Omnipol,20,Combustion of fuels,Ostatní odvětví,2008,12448,13579.0,13579,,
CZ,189,CZ-0312-05,Ammann - Tepelné hospodářství,Ammann-Tep.hospodářství,Tepelné hospodářství,Ammann,Ammann,20,Combustion of fuels,Ostatní odvětví,2008,8999,11364.0,11364,,
CZ,61,CZ-0115-05,Amper Savings - Areál Gumotex Břeclav,Amper Savings - Gumotex Břeclav,Areál Gumotex Břeclav,Amper Savings,Amper,20,Combustion of fuels,Ostatní odvětví,2008,8767,14062.0,14062,,
CZ,24,CZ-0053-05,ArcelorMittal Frýdek-Místek,ArcelorMittal Frýdek-Místek,Frýdek-Místek,ArcelorMittal,Stalprodukt,24,Production of pig iron or steel,Železo a ocel,2008,39056,53104.0,53104,,
CZ,4,CZ-0021-05,ArcelorMittal Tubular Products Karviná,AM Tub.Prod.Karviná,ArcelorMittal Tubular Products Karviná,ArcelorMittal Tubular Products Karviná,ArcelorMittal,1,Combustion of fuels,Železo a ocel,2008,9547,12812.0,12812,,
CZ,337,CZ-0337-05,BEFACOAL s.r.o. - kotelna Dobříš,BEFACOAL s.r.o. - kotelna Dobříš,Kotelna Dobříš,BEFACOAL,BEFACOAL,1,Combustion of fuels,Výroba elektřiny a tepla,2008,4132,4597.0,4597,,
CZ,384,CZ-0338-05,BEFACOAL s.r.o. - kotelna Oslavany,BEFACOAL s.r.o. - kotelna Oslavany,Kotelna Oslavany,BEFACOAL,BEFACOAL,1,Combustion of fuels,Výroba elektřiny a tepla,2008,39,4445.0,4445,,
CZ,408,CZ-0434-07,"BFS Energo, a.s.","BFS Energo, a.s.",BFS Energo,BFS Energo,BFS,1,Combustion of fuels,Výroba elektřiny a tepla,2008,8859,10365.0,10365,,
CZ,359,CZ-0384-05,BRUDRA - Sdružení Teplárna Radotín,BRUDRA - Sdružení Teplárna,Sdružení Teplárna Radotín,BRUDRA,BRUDRA ,20,Combustion of fuels,Výroba elektřiny a tepla,2008,2537,2655.0,2655,,
CZ,157,CZ-0243-05,Balsac papermill s.r.o. - Lukavice,Balsac papermill s.r.o. - Lukavice,Lukavice,Balsac papermill,JIVA Trade,36,Production of paper or cardboard,Papír,2008,8769,10392.0,10392,,
CZ,360,CZ-0365-05,"Best - Business, a. s. - provozovna Kunštát",Best - Business - provozovna Kunštát,Provozovna Kunštát,Best Business,BEST-BUSINESS,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2008,1261,1676.0,1676,,
CZ,91,CZ-0158-05,C-Energy Planá - TTA 2,C-Energy Planá - TTA 2,TTA 2,C-Energy Planá,C-Energy,20,Combustion of fuels,Výroba elektřiny a tepla,2008,2437,1871.0,1871,,
CZ,307,CZ-0282-05,C-Energy Planá - Teplárna,C-energy s.r.o.,Teplárna,C-Energy Planá,C-Energy,20,Combustion of fuels,Výroba elektřiny a tepla,2008,376499,374975.0,374975,,
CZ,50,CZ-0098-05,C-Energy Planá - kotelna TTA 1,C-Energy - TTA 1,Kotelna TTA 1,C-Energy Planá,C-Energy,20,Combustion of fuels,Výroba elektřiny a tepla,2008,98342,98342.0,98342,,
CZ,333,CZ-0301-05,CARMEUSE CZECH REPUBLIC s.r.o. - Vápenka Mokrá,CARMEUSE - Vápenka Mokrá,Vápenka Mokrá,CARMEUSE CZECH REPUBLIC,CARMEUSE,30,"Production of lime, or calcination of dolomite/magnesite",Cement a vápno,2008,213373,195269.0,195269,,
CZ,342,CZ-0381-05,"CEMEX Czech Republic, s.r.o.","CEMEX Czech Republic, s.r.o.",CEMEX Czech Republic,CEMEX Czech Republic,Cemex,29,Production of cement clinker,Cement a vápno,2008,533506,561232.0,561232,,
CZ,108,CZ-0186-05,CEREPA a.s.,Symphony No. 9 s.r.o.,CEREPA,CEREPA,Cerepa,36,Production of paper or cardboard,Papír,2008,3328,6676.0,6676,,
CZ,155,CZ-0241-05,CRYSTALEX CZ - závod Nový Bor,CRYSTALEX - závod Nový Bor,Závod Nový Bor,CRYSTALEX CZ,BUGAT,7,Manufacture of glass,Sklo,2008,13505,16002.0,16002,,
CZ,284,CZ-0168-05,CRYSTALITE BOHEMIA a.s.,Crystal BOHEMIA a.s.,CRYSTALITE BOHEMIA ,Crystal BOHEMIA,Crystal BOHEMIA,31,Manufacture of glass,Sklo,2008,19226,31359.0,31359,,
CZ,184,CZ-0300-05,CTZ s.r.o. - Kotelna,CTZ - Kotelna,Kotelna,CTZ,ENETIQA,20,Combustion of fuels,Výroba elektřiny a tepla,2008,21648,23553.0,23553,,
CZ,399,CZ-0427-06,Carthamus - Energoblok Domoradice,Carthamus - Energoblok Domoradice,Energoblok Domoradice,Carthamus,CARTHAMUS ,20,Combustion of fuels,Výroba elektřiny a tepla,2008,20663,26000.0,26000,,
CZ,75,CZ-0136-05,Cement Hranice - rotační pec,Cement Hranice - rotační pec,Rotační pec,Cement Hranice,Buzzi,29,Production of cement clinker,Cement a vápno,2008,675189,594885.0,594885,,
CZ,95,CZ-0163-05,Centrální zdroj tepla,CZT Příbram,Centrální zdroj tepla,Centrální zdroj tepla,Veolia Energie,20,Combustion of fuels,Výroba elektřiny a tepla,2008,313962,300869.0,300869,,
CZ,16,CZ-0041-05,"Chrudim IRON&STEEL,s.r.o. - Slévárna tvárné litiny","Chrudim IRON&STEEL, s.r.o. - Slévárna tvárné litiny",Slévárna tvárné litiny,Chrudim IRON&STEEL,Chrudim IRON & STEEL,20,Combustion of fuels,Železo a ocel,2008,535,640.0,640,,
CZ,341,CZ-0379-05,"Cihelna Hodonín, s.r.o.","Cihelna Hodonín, s.r.o.",Cihelna Hodonín,Cihelna Hodonín,Cihelna Hodonín,8,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2008,8540,9283.0,9283,,
CZ,265,CZ-0019-05,Cihelna Kinský spol. s r.o,Cihelna Kinský spol. s r.o,Cihelna Kinský,Cihelna Kinský,Cihelna Kinský ,8,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2008,7530,11428.0,11428,,
CZ,358,CZ-0295-05,Cihelna Polom spol. s r.o.,Cihelna Polom spol. s r.o.,Cihelna Polom,Cihelna Polom,Cihelna Polom ,8,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2008,2243,4312.0,4312,,
CZ,385,CZ-0290-05,"Cihelna Vysoké Mýto, s.r.o.","Cihelna Vysoké Mýto, s.r.o",Cihelna Vysoké Mýto,Cihelna Vysoké Mýto,Cihelna Vysoké Mýto,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2008,2229,2892.0,2892,,
CZ,266,CZ-0062-05,"Cihelny STAMP Miskolezy, s.r.o.",Cihelny STAMP Miskolezy,Cihelny STAMP Miskolezy,Cihelny STAMP Miskolezy,Cihelny STAMP Miskolezy,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2008,1921,1921.0,1921,,
CZ,312,CZ-0184-05,"Crystal BOHEMIA, a.s.",Crystal BOHEMIA,Crystal BOHEMIA,Crystal BOHEMIA,Crystal BOHEMIA,31,Manufacture of glass,Sklo,2008,7129,13346.0,13346,,
CZ,347,CZ-0027-05,Cukrovar Hrušovany,Cukrovar Hrušovany,Cukrovar Hrušovany,Moravskoslezské cukrovary,Agrana,20,Combustion of fuels,Potravinářský průmysl,2008,42773,38131.0,38131,,
CZ,53,CZ-0103-05,Cukrovar Opava,Cukrovar Opava,Cukrovar Opava,Moravskoslezské cukrovary,Agrana,1,Combustion of fuels,Potravinářský průmysl,2008,41812,37813.0,37813,,
CZ,5,CZ-0023-05,Cukrovar Vrbátky - uhelná kotelna,Cukrovar Vrbátky - Uhelná kotelna,Uhelná kotelna,Cukrovar Vrbátky,Cukrovar Vrbátky ,20,Combustion of fuels,Potravinářský průmysl,2008,12227,23338.0,23338,,
CZ,149,CZ-0235-05,DEZA - teplárna závodu,DEZA - teplárna závodu,Teplárna závodu,DEZA,AGROFERT,20,Combustion of fuels,Chemikálie a hnojiva,2008,98375,134660.0,134660,,
CZ,197,CZ-0339-05,DIAMO – výtopna Stráž pod Ralskem,DIAMO – výtopna Stráž pod Ralskem,Výtopna Stráž pod Ralskem,DIAMO,DIAMO,20,Combustion of fuels,Ostatní odvětví,2008,11276,23711.0,23711,,
CZ,14,CZ-0038-05,DIAMO-odštěpný závod GEAM provoz Chemická úpravna,DIAMO - o.z.GEAM provoz Chem.úpravna,Odštěpný závod GEAM provoz Chemická úpravna,DIAMO,DIAMO,20,Combustion of fuels,Ostatní odvětví,2008,18183,20105.0,20105,,
CZ,213,CZ-0324-05,Dalkia - Provozovna Setuza,Dalkia - Provozovna Setuza,Provozovna Setuza,Dalkia,Veolia Energie,20,Combustion of fuels,Potravinářský průmysl,2008,0,6.0,6,,
CZ,145,CZ-0229-05,Devro - plynová kotelna,Devro - plynová kotelna,Plynová kotelna,Devro,SARIA,20,Combustion of fuels,Potravinářský průmysl,2008,15291,15613.0,15613,,
CZ,77,CZ-0139-05,Dřevozpracující družstvo - Kotelny družstva,Dřevozpr.družstvo - Kotelny družstva,Kotelny družstva,Dřevozpracující družstvo,Dřevozpracující družstvo,20,Combustion of fuels,Ostatní odvětví,2008,10698,13786.0,13786,,
CZ,83,CZ-0150-05,EMBA spol. s r.o.,EMBA spol. s r.o.,EMBA,EMBA,EMBA,36,Production of paper or cardboard,Papír,2008,3912,4250.0,4250,,
CZ,252,CZ-0101-05,ENERGETIKA TŘINEC - Teplárny a Tepelná zařízení,ENERGETIKA TŘINEC,Teplárny a Tepelná zařízení,ENERGETIKA TŘINEC,Moravia Steel,20,Combustion of fuels,Železo a ocel,2008,1804575,1789184.0,1789184,,
CZ,109,CZ-0187-05,ENERGIE Holding - Výtopna Litoměřice - Kocanda,ENERGIE Holding - Výtopna Litoměřice - Kocanda,Výtopna Litoměřice – Kocanda,ENERGIE Holding,ENETIQA,20,Combustion of fuels,Výroba elektřiny a tepla,2008,30039,45317.0,45317,,
CZ,111,CZ-0189-05,ENERGIE Holding - Výtopna Louny,ENERGIE Holding - Výtopna Louny,Výtopna Louny,ENERGIE Holding,ENETIQA,20,Combustion of fuels,Výroba elektřiny a tepla,2008,8887,11401.0,11401,,
CZ,110,CZ-0188-05,ENERGIE Holding - Výtopna Mimoň - Hradčany,ENERGIE Holding - Výtopna Mimoň - Hradčany,Výtopna Mimoň – Hradčany,ENERGIE Holding,ENETIQA,20,Combustion of fuels,Výroba elektřiny a tepla,2008,10107,16158.0,16158,,
CZ,48,CZ-0096-05,"ENERGOAQUA, a.s. - Výtopna","ENERGOAQUA, a.s. - Výtopna",Výtopna,ENERGOAQUA,ENERGOAQUA,20,Combustion of fuels,Výroba elektřiny a tepla,2008,20575,28195.0,28195,,
CZ,45,CZ-0092-05,ENERGOTRANS - Elektrárna Mělník 1,ENERGOTRANS - Elektrárna Mělník 1,Elektrárna Mělník 1,Energotrans,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2008,2075305,2209181.0,2209181,,
CZ,367,CZ-0283-05,"ENERGY U/L, a.s., kotelna","ENERGY U/L, a.s., kotelna",Kotelna,ENERGY Ústí nad Labem,Elrond,1,Combustion of fuels,Výroba elektřiny a tepla,2008,137426,146141.0,146141,,
CZ,379,CZ-0051-05,EOP Distribuce - Chrudim,EOP Distribuce - Chrudim,Chrudim,EOP Distribuce,EPH,20,Combustion of fuels,Výroba elektřiny a tepla,2008,242,1247.0,1247,,
CZ,377,CZ-0049-05,EOP Distribuce - Farářství,EOP Distribuce - Farářství,Farářství,EOP Distribuce,EPH,20,Combustion of fuels,Výroba elektřiny a tepla,2008,101,203.0,203,,
CZ,71,CZ-0129-05,EOP Distribuce - Teplárna Pardubice,EOP Distribuce - Teplárna Pardubice,Teplárna Pardubice,EOP Distribuce,EPH,20,Combustion of fuels,Výroba elektřiny a tepla,2008,45,523.0,523,,
CZ,378,CZ-0050-05,EOP Distribuce - ZVU,EOP Distribuce - ZVU,ZVU,EOP Distribuce,EPH,20,Combustion of fuels,Výroba elektřiny a tepla,2008,213,1147.0,1147,,
CZ,302,CZ-0008-05,EUROSERUM s.r.o.,EUROSERUM s.r.o.,EUROSERUM,EUROSERUM,Eligo,20,Combustion of fuels,Potravinářský průmysl,2008,11721,12528.0,12528,,
CZ,120,CZ-0200-05,Elektrárna Chvaletice,Elektrárna Chvaletice a.s.,Elektrárna Chvaletice,Elektrárna Chvaletice,Sev.en Česká energie ,20,Combustion of fuels,Výroba elektřiny a tepla,2008,3361768,2719059.0,2719059,,
CZ,124,CZ-0204-05,Elektrárna Počerady,"Elektrárna Počerady, a.s.",Elektrárna Počerady,Elektrárna Počerady,Sev.en Česká energie ,20,Combustion of fuels,Výroba elektřiny a tepla,2008,6400901,6696795.0,6696795,,
CZ,128,CZ-0208-05,Elektrárna Tisová,Elektrárna Tisová,Elektrárna Tisová,Elektrárna Tisová,SUAS,20,Combustion of fuels,Výroba elektřiny a tepla,2008,1932727,1891798.0,1891798,,
CZ,36,CZ-0080-05,Elektrárny Opatovice - Elektrárna Opatovice,Elektrárny Opatovice - Elektrárna Opatovice,Elektrárna Opatovice,Elektrárny Opatovice,EPH,20,Combustion of fuels,Výroba elektřiny a tepla,2008,2476187,2570577.0,2570577,,
CZ,375,CZ-0389-06,Energetické centrum s.r.o. - teplárna,Energetické centrum s.r.o.,Teplárna,Energetické centrum,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2008,2992,19203.0,19203,,
CZ,90,CZ-0157-05,Energotrans - Výtopna Třeboradice,Energotrans - Výtopna Třeboradice,Výtopna Třeboradice,Energotrans,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2008,12,85.0,85,,
CZ,122,CZ-0202-05,Energotrans a.s. - Elektrárna Mělník 2,Energotrans - Elektrárna Mělník 2,Elektrárna Mělník 2,Energotrans,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2008,1186979,1102095.0,1102095,,
CZ,123,CZ-0203-05,"Energotrans, a.s. - Elektrárna Mělník 3",Energotrans - Elektrárna Mělník 3,Elektrárna Mělník 3,Energotrans,ČEZ,20,Combustion of fuels,Výroba elektřiny a tepla,2008,2705108,1985052.0,1985052,,
CZ,148,CZ-0234-05,Ethanol Energy - Kotle K1-K3 (Cukrovar Vrdy),Ethanol Energy (Cukrovar Vrdy),Kotle K1-K3 (Cukrovar Vrdy),Ethanol Energy,AGROFERT,1,Combustion of fuels,Potravinářský průmysl,2008,26,24695.0,24695,,
CZ,398,CZ-0420-06,"FN BRNO Výtopna, pracoviště medicíny dospělého věk",FN BRNO Výtopna,Výtopna,Fakultní nemocnice Brno,Ministerstvo zdravotnictví,20,Combustion of fuels,Výroba elektřiny a tepla,2008,12012,13179.0,13179,,
CZ,308,CZ-0382-05,Fakultní nemocnice v Motole - centrální kotelna,Fakultní nemocnice Motol a Homolka,Centrální kotelna,Fakultní nemocnice v Motole,Ministerstvo zdravotnictví,20,Combustion of fuels,Výroba elektřiny a tepla,2008,15503,17943.0,17943,,
CZ,335,CZ-0307-05,Fosfa - kotelna Fosfa,Fosfa - kotelna Fosfa,Kotelna Fosfa,Fosfa,FB HOLDING,20,Combustion of fuels,Chemikálie a hnojiva,2008,6900,9741.0,9741,,
CZ,233,CZ-0032-05,GLAZURA - Výroba keramických frit,GLAZURA - Výroba keramických frit,Výroba keramických frit,GLAZURA,Torrecid,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2008,17048,15046.0,15046,,
CZ,373,CZ-0415-06,GZ DIGITAL MEDIA a.s. - plynova kotelna,GZ MEDIA-plynova kotelna,Plynová kotelna,GZ DIGITAL MEDIA,GZ Holding,20,Combustion of fuels,Ostatní odvětví,2008,3013,2873.0,2873,,
CZ,414,CZ-0437-08,Glazura,Glazura s.r.o.,Glazura,Glazura,Torrecid,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2008,635,635.0,635,,
CZ,275,CZ-0175-05,"HASIT Šumavské vápenice a omítkárny, s.r.o.",HASIT Šumavské vápenice a omítkárny,HASIT Šumavské vápenice a omítkárny,HASIT Šumavské vápenice a omítkárny,FIXIT,30,"Production of lime, or calcination of dolomite/magnesite",Cement a vápno,2008,39508,53143.0,53143,,
CZ,253,CZ-0352-05,HELUZ cihl. prům. - Cihelna Kryry,HELUZ cihl. prům. - Cihelna Kryry,Cihelna Kryry,HELUZ cihlářský průmysl,HELUZ,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2008,5530,10409.0,10409,,
CZ,334,CZ-0306-05,HELUZ cihlářský průmysl - Cihelna Hevlín,HELUZ cihl. prům.-Cihelna Hevlín,Cihelna Hevlín,HELUZ cihlářský průmysl,HELUZ,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2008,23564,26800.0,26800,,
CZ,416,CZ-0440-09,HELUZ cihlářský průmysl v.o.s.,HELUZ cihlářský průmysl a.s.,HELUZ cihlářský průmysl,HELUZ cihlářský průmysl,HELUZ,20,Combustion of fuels,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2008,665,665.0,665,,
CZ,329,CZ-0280-05,HELUZ cihlářský průmysl v.o.s.-Cihelna Libochovice,HELUZ cihl. prům.-Cihelna Libochovice,Cihelna Libochovice,HELUZ cihlářský průmysl,HELUZ,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2008,28412,52230.0,52230,,
CZ,336,CZ-0310-05,HELUZ cihlářský průmysl-Cihelna Dolní Bukovsko,HELUZ cihlářský průmysl-Cihelna Dolní Bukovsko,Cihelna Dolní Bukovsko,HELUZ cihlářský průmysl,HELUZ,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2008,7418,9746.0,9746,,
CZ,41,CZ-0088-05,HOLOUBEK ENERGO - Teplárna divize Tevex,HOLOUBEK ENERGO - Teplárna divize Tevex,Teplárna divize Tevex,HOLOUBEK,KAREL HOLOUBEK – Trade Group,20,Combustion of fuels,Výroba elektřiny a tepla,2008,33782,38361.0,38361,,
CZ,366,CZ-0398-05,"Hanácká p.s., Cukrovar Prosenice","Hanácká p.s., Cukrovar Prosenice",Cukrovar Prosenice,Hanácká p.s.,Hanácká potravinářská společnost ,20,Combustion of fuels,Potravinářský průmysl,2008,9373,13603.0,13603,,
CZ,324,CZ-0260-15,Heidelberg Materials CZ - závod Mokrá,Heidelberg Materials - záv. Mokrá,Závod Mokrá,Heidelberg Materials CZ,Heidelberg Materials,29,Production of cement clinker,Cement a vápno,2008,850746,657200.0,657200,,
CZ,325,CZ-0261-15,Heidelberg Materials CZ - závod Radotín,Heidelberg Materials - záv.Radotín,Závod Radotín,Heidelberg Materials CZ,Heidelberg Materials,29,Production of cement clinker,Cement a vápno,2008,464520,516415.0,516415,,
CZ,51,CZ-0099-05,Heineken - Královský pivovar Krušovice,Heineken - Královský pivovar Krušovice,Královský pivovar Krušovice,Heineken,Heineken,20,Combustion of fuels,Potravinářský průmysl,2008,4898,5776.0,5776,,
CZ,277,CZ-0193-05,"Holcim (Česko), a.s. - Cementárna Čížkovice","Holcim (Česko), a.s.",Cementárna Čížkovice,Holcim (Česko),Holcim,29,Production of cement clinker,Cement a vápno,2008,490969,474355.0,474355,,
CZ,32,CZ-0071-05,"Huhtamaki Česká republika, a.s.","Huhtamaki Česká republika,",Huhtamaki Česká republika,Huhtamaki Česká republika,Huhtamaki,36,Production of paper or cardboard,Papír,2008,7834,8504.0,8504,,
CZ,147,CZ-0232-05,IROMEZ - Kotelna Z1,IROMEZ - Kotelna Z1,Kotelna Z1,IROMEZ,ENETIQA,20,Combustion of fuels,Výroba elektřiny a tepla,2008,2886,6229.0,6229,,
CZ,208,CZ-0387-05,IROMEZ - Kotelna Z2,IROMEZ - Kotelna Z2,Kotelna Z2,IROMEZ,ENETIQA,20,Combustion of fuels,Výroba elektřiny a tepla,2008,150,884.0,884,,
CZ,13,CZ-0036-05,Iveco - Výtopna E-1,Iveco - Výtopna E-1,Výtopna E-1,Iveco,Iveco,20,Combustion of fuels,Ostatní odvětví,2008,15742,13465.0,13465,,
CZ,72,CZ-0130-05,"JIHLAVSKÉ KOTELNY,s.r.o.","JIHLAVSKÉ KOTELNY,s.r.o.",JIHLAVSKÉ KOTELNY,JIHLAVSKÉ KOTELNY,Město Jihlava,20,Combustion of fuels,Výroba elektřiny a tepla,2008,7379,9269.0,9269,,
CZ,259,CZ-0185-05,"JIP - Papírny Větřní, a.s.","JIP - Papírny Větřní, a.s.","Papírny Větřní, a.s.",JIP,JIP - Papírny Větřní,1,Combustion of fuels,Papír,2008,41069,46471.0,46471,,
CZ,139,CZ-0223-05,Jablonecká energetická - Výtopna Brandl,Jablonecká energetická - Výtopna Brandl,Výtopna Brandl,Jablonecká energetická,Město Jablonec nad Nisou,20,Combustion of fuels,Výroba elektřiny a tepla,2008,38520,41244.0,41244,,
CZ,140,CZ-0224-05,Jablonecká energetická - Výtopna Rýnovice,Jablonecká energetická - Výtopna Rýnovice,Výtopna Rýnovice,Jablonecká energetická,Město Jablonec nad Nisou,20,Combustion of fuels,Výroba elektřiny a tepla,2008,25347,30900.0,30900,,
CZ,310,CZ-0083-05,Jan Fiala - Cihelna Šterboholy,Jan Fiala - Cihelna Šterboholy,Cihelna Šterboholy,Jan Fiala,Cihelna Štěrboholy,32,Manufacture of ceramics,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2008,1645,2710.0,2710,,
CZ,23,CZ-0052-05,KAREL HOLOUBEK - Trade Group - Teplárna Bohatice,KAREL HOLOUBEK - Trade Group - Teplárna Bohatice,Teplárna Bohatice,HOLOUBEK,KAREL HOLOUBEK – Trade Group,20,Combustion of fuels,Výroba elektřiny a tepla,2008,4774,6188.0,6188,,
CZ,246,CZ-0094-05,KAVALIERGLASS,KAVALIERGLASS,KAVALIERGLASS,KAVALIERGLASS,KAVALIERGLASS,7,Manufacture of glass,Sklo,2008,18765,19530.0,19530,,
CZ,115,CZ-0195-05,KAVALIERGLASS - Kotelna Papírny Bělá,KAVALIERGLASS - Kotelna Papírny Bělá,Kotelna Papírny Bělá,KAVALIERGLASS,KAVALIERGLASS,31,Manufacture of glass,Sklo,2008,34328,43405.0,43405,,
CZ,303,CZ-0133-05,KG Energo s.r.o.,KG Energo,KG Energo,KG Energo,KG Energo ,20,Combustion of fuels,Výroba elektřiny a tepla,2008,31444,37892.0,37892,,
CZ,78,CZ-0142-05,KLATOVSKÁ TEPLÁRNA - Kotelna,KLATOVSKÁ TEPLÁRNA - Kotelna,Kotelna,KLATOVSKÁ TEPLÁRNA,Město Klatovy,20,Combustion of fuels,Výroba elektřiny a tepla,2008,23892,27828.0,27828,,
CZ,405,CZ-0423-06,KNAUF INSULATION,KNAUF INSULATION,KNAUF INSULATION,KNAUF INSULATION,Knauf,33,Manufacture of mineral wool,"Ostatní minerály (keramika, cihly, minerální vlna, sádra)",2008,22176,35000.0,35000,,
CZ,200,CZ-0350-05,"KOMTERM Morava - Kotelna Areál Tatry, Kopřivnice",KOMTERM Morava - Tatra Kopřivnice,"Kotelna Areál Tatry, Kopřivnice",KOMTERM Morava,KOMTERM,20,Combustion of fuels,Ostatní odvětví,2008,100852,122172.0,122172,,
CZ,146,CZ-0230-05,KOMTERM Čechy- Kotelna Jitex Písek,KOMTERM Čechy - Jitex Písek,Kotelna Jitex Písek,KOMTERM Čechy,KOMTERM,20,Combustion of fuels,Ostatní odvětví,2008,12421,23614.0,23614,,
CZ,185,CZ-0304-05,"KOVOBRASIV Mníšek, spol s r.o.","KOVOBRASIV Mníšek, spol s",KOVOBRASIV Mníšek,KOVOBRASIV Mníšek,Winoa,24,Production of pig iron or steel,Železo a ocel,2008,3660,4029.0,4029,,
CZ,103,CZ-0174-05,KRONOSPAN CR,"KRONOSPAN CR, spol. s r.o.",KRONOSPAN CR,KRONOSPAN CR,Kronospan,20,Combustion of fuels,Ostatní odvětví,2008,2867,22028.0,22028,,
CZ,43,CZ-0090-05,KRPA PAPER - Závodní elektrárna,KRPA PAPER - Závodní elektrárna,Závodní elektrárna,KRPA PAPER,KRPA,1,Combustion of fuels,Papír,2008,52622,67389.0,67389,,
CZ,21,CZ-0047-05,Kappa Morava Paper a Kappa Žimrovice,Kappa Morava Paper a Kappa Žimrovice,Kappa Morava Paper a Kappa Žimrovice,Smurfit Westrock Czech,Smurfit Westrock,1,Combustion of fuels,Papír,2008,17649,19335.0,19335,,
CZ,350,CZ-0252-06,Kongresové centrum Praha a.s.,Kongresové centrum Praha a,Kongresové centrum Praha,Kongresové centrum Praha,Hlavní město Praha,20,Combustion of fuels,Výroba elektřiny a tepla,2008,4228,5284.0,5284,,
CZ,93,CZ-0161-05,Kotelna ASAVET Přeštice,ASAVET Přeštice - Kotelna,Kotelna,ASAVET Přeštice,ASAVET ,20,Combustion of fuels,Ostatní odvětví,2008,14711,13970.0,13970,,
CZ,223,CZ-0022-05,Kotelna Pivovaru Radegast,Kotelna Pivovaru Radegast,Kotelna Pivovaru Radegast,Plzeňský Prazdroj,Asahi,20,Combustion of fuels,Potravinářský průmysl,2008,14917,17008.0,17008,,
